,Unnamed: 0,contributor,city,climate_zone,building_type,thermal_sensation,country,latitude,longitude,koppen,ta,rh,clothing_insulation,year,vel,mean_radiant_temperature,coolingsys,season,pmv_ce,metabolic_rate,ppd_ce,to,age
3240,3240,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,0.0,china,21.6740808,109.3729721,Cwa,24.5,68.0,1.05,2007.0,0.1,24.5,Naturally Ventilated,Transition Season,0.59,1.0,12.38,24.5,21
3270,3270,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,0.0,china,21.6740808,109.3729721,Cwa,25.5,38.0,0.89,2007.0,0.1,25.5,Naturally Ventilated,Transition Season,0.42,1.0,8.73,25.5,21
3300,3300,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,0.0,china,21.6740808,109.3729721,Cwa,29.0,50.0,0.6,2007.0,0.1,29.0,Naturally Ventilated,Transition Season,1.31,1.0,40.84,29.0,22
3330,3330,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,0.0,china,21.6740808,109.3729721,Cwa,31.0,52.0,0.45,2007.0,0.1,31.0,Naturally Ventilated,Summer Season,1.93,1.0,73.85,31.0,21
3360,3360,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,1.0,china,21.6740808,109.3729721,Cwa,30.5,66.0,0.6,2007.0,0.1,30.5,Naturally Ventilated,Summer Season,2.02,1.0,78.03,30.5,21
3390,3390,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,0.0,china,21.6740808,109.3729721,Cwa,28.1,64.0,0.6,2007.0,0.1,28.1,Naturally Ventilated,Summer Season,1.13,1.0,31.93,28.1,20
3420,3420,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,1.0,china,21.6740808,109.3729721,Cwa,32.0,57.0,0.6,2007.0,0.1,32.0,Naturally Ventilated,Summer Season,2.46,1.0,92.53,32.0,21
3450,3450,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,0.0,china,21.6740808,109.3729721,Cwa,29.8,77.0,0.45,2007.0,0.1,29.8,Naturally Ventilated,Summer Season,1.74,1.0,63.96,29.8,22
3480,3480,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,0.0,china,21.6740808,109.3729721,Cwa,30.0,35.0,0.59,2007.0,0.1,30.0,Naturally Ventilated,Transition Season,1.48,1.0,49.99,30.0,20
3510,3510,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,2.0,china,21.6740808,109.3729721,Cwa,32.0,50.0,0.45,2007.0,0.1,32.0,Naturally Ventilated,Transition Season,2.3,1.0,88.32,32.0,20
3540,3540,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,0.0,china,21.6740808,109.3729721,Cwa,27.5,62.0,0.6,2007.0,0.1,27.5,Naturally Ventilated,Transition Season,0.89,1.0,21.8,27.5,21
3570,3570,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,0.0,china,21.6740808,109.3729721,Cwa,27.0,42.0,0.89,2007.0,0.1,27.0,Naturally Ventilated,Transition Season,0.9,1.0,22.04,27.0,19
3600,3600,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,0.0,china,21.6740808,109.3729721,Cwa,25.0,47.0,0.74,2007.0,0.1,25.0,Naturally Ventilated,Transition Season,0.11,1.0,5.27,25.0,22
3630,3630,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,-1.0,china,21.6740808,109.3729721,Cwa,22.5,52.0,0.74,2007.0,0.1,22.5,Naturally Ventilated,Transition Season,-0.66,1.0,14.24,22.5,20
3660,3660,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,0.0,china,21.6740808,109.3729721,Cwa,27.0,30.0,0.74,2007.0,0.1,27.0,Naturally Ventilated,Transition Season,0.6,1.0,12.67,27.0,22
3690,3690,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,-1.0,china,21.6740808,109.3729721,Cwa,23.0,42.0,0.89,2007.0,0.1,23.0,Naturally Ventilated,Transition Season,-0.28,1.0,6.61,23.0,21
3720,3720,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,0.0,china,21.6740808,109.3729721,Cwa,22.0,46.0,0.74,2007.0,0.1,22.0,Naturally Ventilated,Transition Season,-0.87,1.0,20.91,22.0,21
3750,3750,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,0.0,china,21.6740808,109.3729721,Cwa,25.5,60.0,0.89,2007.0,0.1,25.5,Naturally Ventilated,Transition Season,0.61,1.0,12.89,25.5,20
3780,3780,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,-1.0,china,21.6740808,109.3729721,Cwa,22.0,61.0,0.89,2007.0,0.1,22.0,Naturally Ventilated,Transition Season,-0.44,1.0,9.02,22.0,21
3810,3810,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,-1.0,china,21.6740808,109.3729721,Cwa,19.8,58.0,0.42,2007.0,0.1,19.8,Naturally Ventilated,Transition Season,-2.65,1.0,96.11,19.8,19
3840,3840,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,-1.0,china,21.6740808,109.3729721,Cwa,15.5,50.0,1.23,2007.0,0.1,15.5,Naturally Ventilated,Transition Season,-1.55,1.0,53.83,15.5,20
3870,3870,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,-1.0,china,21.6740808,109.3729721,Cwa,14.8,50.0,1.23,2007.0,0.1,14.8,Naturally Ventilated,Transition Season,-1.72,1.0,63.08,14.8,21
3900,3900,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,-1.0,china,21.6740808,109.3729721,Cwa,16.0,46.0,1.97,2007.0,0.1,16.0,Naturally Ventilated,Transition Season,-0.37,1.0,7.88,16.0,22
3930,3930,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,-1.0,china,21.6740808,109.3729721,Cwa,14.0,54.0,1.97,2007.0,0.1,14.0,Naturally Ventilated,Transition Season,-0.69,1.0,15.15,14.0,22
3960,3960,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,-1.0,china,21.6740808,109.3729721,Cwa,17.8,46.0,1.97,2007.0,0.1,17.8,Naturally Ventilated,Transition Season,-0.05,1.0,5.05,17.8,20
3990,3990,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,-1.0,china,21.6740808,109.3729721,Cwa,14.8,62.0,1.23,2007.0,0.1,14.8,Naturally Ventilated,Transition Season,-1.67,1.0,60.1,14.8,21
4020,4020,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,-1.0,china,21.6740808,109.3729721,Cwa,19.8,38.0,0.69,2007.0,0.1,19.8,Naturally Ventilated,Transition Season,-1.77,1.0,65.7,19.8,21
4050,4050,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,-1.0,china,21.6740808,109.3729721,Cwa,15.0,47.0,1.23,2007.0,0.1,15.0,Naturally Ventilated,Transition Season,-1.68,1.0,61.1,15.0,20
4080,4080,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,-1.0,china,21.6740808,109.3729721,Cwa,19.5,31.0,1.97,2007.0,0.1,19.5,Naturally Ventilated,Transition Season,0.17,1.0,5.59,19.5,20
4110,4110,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,0.0,china,21.6740808,109.3729721,Cwa,20.2,44.0,1.57,2007.0,0.1,20.2,Naturally Ventilated,Transition Season,0.0,1.0,5.0,20.2,21
4140,4140,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,0.0,china,21.6740808,109.3729721,Cwa,19.0,41.0,1.23,2007.0,0.1,19.0,Naturally Ventilated,Transition Season,-0.76,1.0,17.11,19.0,21
4170,4170,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,-1.0,china,21.6740808,109.3729721,Cwa,16.0,53.0,1.23,2007.0,0.1,16.0,Naturally Ventilated,Transition Season,-1.42,1.0,46.51,16.0,21
4200,4200,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,-3.0,china,21.6740808,109.3729721,Cwa,9.0,40.0,2.22,2008.0,0.1,9.0,Naturally Ventilated,Winter Season,-1.3,1.0,40.21,9.0,22
4230,4230,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,-3.0,china,21.6740808,109.3729721,Cwa,12.0,48.0,2.22,2008.0,0.1,12.0,Naturally Ventilated,Winter Season,-0.79,1.0,18.09,12.0,22
4260,4260,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,-3.0,china,21.6740808,109.3729721,Cwa,16.0,40.0,2.22,2008.0,0.1,16.0,Naturally Ventilated,Winter Season,-0.17,1.0,5.59,16.0,22
4290,4290,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,-3.0,china,21.6740808,109.3729721,Cwa,15.0,56.0,2.22,2008.0,0.1,15.0,Naturally Ventilated,Winter Season,-0.26,1.0,6.41,15.0,22
4320,4320,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,-3.0,china,21.6740808,109.3729721,Cwa,11.0,56.0,2.22,2008.0,0.1,11.0,Naturally Ventilated,Winter Season,-0.92,1.0,23.01,11.0,22
4350,4350,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,-3.0,china,21.6740808,109.3729721,Cwa,2.0,74.0,2.28,2008.0,0.1,2.0,Naturally Ventilated,Winter Season,-2.23,1.0,86.12,2.0,47
4380,4380,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,-3.0,china,21.6740808,109.3729721,Cwa,12.3,31.0,2.28,2008.0,0.1,12.3,Naturally Ventilated,Winter Season,-0.73,1.0,16.4,12.3,47
4410,4410,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,0.0,china,21.6740808,109.3729721,Cwa,7.5,48.0,2.28,2008.0,0.1,7.5,Naturally Ventilated,Winter Season,-1.43,1.0,47.09,7.5,47
4440,4440,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,0.0,china,21.6740808,109.3729721,Cwa,11.2,32.0,2.28,2008.0,0.1,11.2,Naturally Ventilated,Winter Season,-0.9,1.0,22.14,11.2,47
4470,4470,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,0.0,china,21.6740808,109.3729721,Cwa,11.5,37.0,2.28,2008.0,0.1,11.5,Naturally Ventilated,Winter Season,-0.84,1.0,19.87,11.5,47
4500,4500,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,0.0,china,21.6740808,109.3729721,Cwa,15.5,46.0,1.58,2008.0,0.1,15.5,Naturally Ventilated,Transition Season,-0.96,1.0,24.42,15.5,47
4530,4530,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,0.0,china,21.6740808,109.3729721,Cwa,20.0,50.0,1.05,2008.0,0.1,20.0,Naturally Ventilated,Transition Season,-0.77,1.0,17.62,20.0,21
4560,4560,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,0.0,china,21.6740808,109.3729721,Cwa,21.0,57.0,1.58,2008.0,0.1,21.0,Naturally Ventilated,Transition Season,0.26,1.0,6.43,21.0,22
4590,4590,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,0.0,china,21.6740808,109.3729721,Cwa,21.0,42.0,0.69,2008.0,0.1,21.0,Naturally Ventilated,Transition Season,-1.35,1.0,42.99,21.0,22
4620,4620,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,0.0,china,21.6740808,109.3729721,Cwa,22.5,47.0,1.0,2008.0,0.1,22.5,Naturally Ventilated,Transition Season,-0.2,1.0,5.81,22.5,21
4650,4650,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,0.0,china,21.6740808,109.3729721,Cwa,22.0,58.0,0.6,2008.0,0.1,22.0,Naturally Ventilated,Transition Season,-1.13,1.0,32.14,22.0,21
4680,4680,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,0.0,china,21.6740808,109.3729721,Cwa,27.0,57.0,0.47,2008.0,0.1,27.0,Naturally Ventilated,Transition Season,0.42,1.0,8.77,27.0,20
4710,4710,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,3.0,china,21.6740808,109.3729721,Cwa,31.0,50.0,0.6,2008.0,0.1,31.0,Naturally Ventilated,Transition Season,2.02,1.0,77.71,31.0,21
4740,4740,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,1.0,china,21.6740808,109.3729721,Cwa,32.0,58.0,0.6,2008.0,0.1,32.0,Naturally Ventilated,Transition Season,2.47,1.0,92.82,32.0,21
4770,4770,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,0.0,china,21.6740808,109.3729721,Cwa,29.5,46.0,0.6,2008.0,0.1,29.5,Naturally Ventilated,Summer Season,1.44,1.0,47.66,29.5,22
4800,4800,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,0.0,china,21.6740808,109.3729721,Cwa,29.0,52.0,0.6,2008.0,0.1,29.0,Naturally Ventilated,Summer Season,1.33,1.0,41.94,29.0,22
4830,4830,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,0.0,china,21.6740808,109.3729721,Cwa,31.0,60.0,0.6,2008.0,0.1,31.0,Naturally Ventilated,Summer Season,2.14,1.0,82.65,31.0,21
4860,4860,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,0.0,china,21.6740808,109.3729721,Cwa,29.2,42.0,0.59,2008.0,0.1,29.2,Naturally Ventilated,Summer Season,1.27,1.0,39.16,29.2,22
4890,4890,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Residential,0.0,china,21.6740808,109.3729721,Cwa,24.0,55.0,0.67,2008.0,0.1,24.0,Naturally Ventilated,Transition Season,-0.29,1.0,6.73,24.0,26
4920,4920,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,0.0,china,21.6740808,109.3729721,Cwa,23.4,52.0,1.05,2008.0,0.1,23.4,Naturally Ventilated,Transition Season,0.16,1.0,5.54,23.4,21
4950,4950,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,-2.0,china,21.6740808,109.3729721,Cwa,24.0,50.0,1.05,2008.0,0.1,24.0,Naturally Ventilated,Transition Season,0.31,1.0,7.05,24.0,21
4980,4980,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,0.0,china,21.6740808,109.3729721,Cwa,28.1,33.0,0.6,2008.0,0.1,28.1,Naturally Ventilated,Transition Season,0.82,1.0,19.15,28.1,21
5010,5010,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,0.0,china,21.6740808,109.3729721,Cwa,27.2,50.0,0.67,2008.0,0.1,27.2,Naturally Ventilated,Transition Season,0.77,1.0,17.43,27.2,21
5040,5040,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,0.0,china,21.6740808,109.3729721,Cwa,23.3,38.0,1.05,2008.0,0.1,23.3,Naturally Ventilated,Transition Season,0.03,1.0,5.01,23.3,21
5070,5070,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,-1.0,china,21.6740808,109.3729721,Cwa,22.0,68.0,0.6,2008.0,0.1,22.0,Naturally Ventilated,Transition Season,-1.06,1.0,28.95,22.0,21
5100,5100,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,-1.0,china,21.6740808,109.3729721,Cwa,22.0,48.0,1.05,2008.0,0.1,22.0,Naturally Ventilated,Transition Season,-0.25,1.0,6.3,22.0,20
5130,5130,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,0.0,china,21.6740808,109.3729721,Cwa,18.0,58.0,1.05,2008.0,0.1,18.0,Naturally Ventilated,Transition Season,-1.26,1.0,38.59,18.0,19
5160,5160,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,0.0,china,21.6740808,109.3729721,Cwa,16.1,50.0,1.27,2008.0,0.1,16.1,Naturally Ventilated,Transition Season,-1.33,1.0,41.77,16.1,22
5190,5190,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,0.0,china,21.6740808,109.3729721,Cwa,17.5,65.0,1.23,2008.0,0.1,17.5,Naturally Ventilated,Transition Season,-0.99,1.0,25.7,17.5,22
5220,5220,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,0.0,china,21.6740808,109.3729721,Cwa,15.0,59.0,1.23,2008.0,0.1,15.0,Naturally Ventilated,Transition Season,-1.63,1.0,58.24,15.0,19
5250,5250,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,0.0,china,21.6740808,109.3729721,Cwa,20.8,30.0,1.97,2008.0,0.1,20.8,Naturally Ventilated,Transition Season,0.39,1.0,8.24,20.8,19
5280,5280,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,1.0,china,21.6740808,109.3729721,Cwa,19.0,49.0,1.23,2008.0,0.1,19.0,Naturally Ventilated,Transition Season,-0.71,1.0,15.63,19.0,19
5310,5310,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,0.0,china,21.6740808,109.3729721,Cwa,18.1,44.0,1.71,2008.0,0.1,18.1,Naturally Ventilated,Transition Season,-0.28,1.0,6.6,18.1,20
5340,5340,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,0.0,china,21.6740808,109.3729721,Cwa,10.5,40.0,2.48,2008.0,0.1,10.5,Naturally Ventilated,Transition Season,-0.78,1.0,17.77,10.5,19
5370,5370,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,0.0,china,21.6740808,109.3729721,Cwa,12.0,48.0,1.97,2008.0,0.1,12.0,Naturally Ventilated,Transition Season,-1.07,1.0,29.37,12.0,21
5400,5400,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,0.0,china,21.6740808,109.3729721,Cwa,19.2,59.0,1.23,2009.0,0.1,19.2,Naturally Ventilated,Winter Season,-0.6,1.0,12.58,19.2,21
5430,5430,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,0.0,china,21.6740808,109.3729721,Cwa,17.4,47.0,1.58,2009.0,0.1,17.4,Naturally Ventilated,Winter Season,-0.56,1.0,11.57,17.4,20
5460,5460,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,-1.0,china,21.6740808,109.3729721,Cwa,14.1,61.0,1.57,2009.0,0.1,14.1,Naturally Ventilated,Winter Season,-1.19,1.0,35.13,14.1,19
5490,5490,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,0.0,china,21.6740808,109.3729721,Cwa,13.0,40.0,1.58,2009.0,0.1,13.0,Naturally Ventilated,Transition Season,-1.49,1.0,50.65,13.0,21
5520,5520,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,-1.0,china,21.6740808,109.3729721,Cwa,13.1,56.0,1.29,2009.0,0.1,13.1,Naturally Ventilated,Transition Season,-1.97,1.0,75.59,13.1,22
5550,5550,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,0.0,china,21.6740808,109.3729721,Cwa,16.6,65.0,1.58,2009.0,0.1,16.6,Naturally Ventilated,Transition Season,-0.64,1.0,13.58,16.6,21
5580,5580,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,0.0,china,21.6740808,109.3729721,Cwa,21.9,61.0,0.69,2009.0,0.1,21.9,Naturally Ventilated,Transition Season,-0.92,1.0,23.06,21.9,21
5610,5610,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,0.0,china,21.6740808,109.3729721,Cwa,21.7,39.0,0.9,2009.0,0.1,21.7,Naturally Ventilated,Transition Season,-0.65,1.0,13.81,21.7,21
5640,5640,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,0.0,china,21.6740808,109.3729721,Cwa,20.5,49.0,1.05,2009.0,0.1,20.5,Naturally Ventilated,Transition Season,-0.64,1.0,13.75,20.5,19
5670,5670,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,0.0,china,21.6740808,109.3729721,Cwa,23.0,46.0,0.96,2009.0,0.1,23.0,Naturally Ventilated,Transition Season,-0.12,1.0,5.31,23.0,21
5700,5700,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,1.0,china,21.6740808,109.3729721,Cwa,23.5,62.0,0.69,2009.0,0.1,23.5,Naturally Ventilated,Transition Season,-0.37,1.0,7.86,23.5,21
5730,5730,Shanghai Jiao Tong University ,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,0.0,china,21.6740808,109.3729721,Cwa,23.1,66.0,0.69,2009.0,0.1,23.1,Naturally Ventilated,Transition Season,-0.47,1.0,9.7,23.1,20
